epoch,accuracy,loss,val_accuracy,val_loss
28,1.0,0.0008020939421840012,1.0,0.0008439262164756656
29,1.0,0.0007389085367321968,1.0,0.0007636017398908734
0,0.8851351141929626,0.5424419045448303,0.953125,0.37933239340782166
1,0.9594594836235046,0.2935344874858856,0.953125,0.20279085636138916
2,0.9594594836235046,0.1435721218585968,0.96875,0.08936834335327148
3,0.9932432174682617,0.058356549590826035,1.0,0.03511044383049011
4,1.0,0.02115580439567566,1.0,0.014551075175404549
5,1.0,0.009258277714252472,1.0,0.006627196446061134
6,1.0,0.004608042538166046,1.0,0.003571797627955675
7,1.0,0.0026806052774190903,1.0,0.0022502681240439415
8,1.0,0.0017403174424543977,1.0,0.001596936141140759
9,1.0,0.0012909657089039683,1.0,0.001230589346960187
10,1.0,0.0010467246174812317,1.0,0.001001510419882834
11,1.0,0.0008625334012322128,1.0,0.0008534964872524142
12,1.0,0.0007489925483241677,1.0,0.0007478122133761644
13,1.0,0.0006659251521341503,1.0,0.0006693274481222034
14,1.0,0.0006055907579138875,1.0,0.0006081859464757144
15,1.0,0.0005475097568705678,1.0,0.0005600873846560717
16,1.0,0.0005055805086158216,1.0,0.000519533350598067
17,1.0,0.0004716247785836458,1.0,0.0004843190545216203
18,1.0,0.0004387008666526526,1.0,0.00045417173532769084
19,1.0,0.0004107047861907631,1.0,0.00042712612776085734
20,1.0,0.00038641277933493257,1.0,0.0004016314633190632
21,1.0,0.0003624950477387756,1.0,0.00037801856524311006
22,1.0,0.00034253380727022886,1.0,0.00035610131453722715
23,1.0,0.0003227856650482863,1.0,0.0003362440038472414
24,1.0,0.000303838838590309,1.0,0.00031877850415185094
25,1.0,0.00028649353771470487,1.0,0.00030165439238771796
26,1.0,0.00027173550915904343,1.0,0.00028569326968863606
27,1.0,0.0002584005706012249,1.0,0.00027066125767305493
28,1.0,0.00024388475867453963,1.0,0.00025683181593194604
29,1.0,0.0002310778945684433,1.0,0.00024418134125880897
0,0.5608108043670654,0.6761576533317566,0.984375,0.5729458928108215
1,1.0,0.5576879978179932,0.953125,0.47548431158065796
2,0.9594594836235046,0.46517449617385864,0.953125,0.38927900791168213
3,0.9594594836235046,0.3788205087184906,0.953125,0.30819156765937805
4,0.9594594836235046,0.2972337305545807,0.953125,0.2354215383529663
5,0.9594594836235046,0.2235575169324875,0.953125,0.17458811402320862
6,0.9729729890823364,0.16133247315883636,0.953125,0.1279011070728302
7,0.9864864945411682,0.1132730171084404,0.953125,0.09003984183073044
8,0.9932432174682617,0.07556730508804321,0.96875,0.060391396284103394
9,1.0,0.0492781437933445,1.0,0.038385383784770966
10,1.0,0.03113662265241146,1.0,0.023928755894303322
11,1.0,0.019751865416765213,1.0,0.014786072075366974
12,1.0,0.013082263059914112,1.0,0.009107844904065132
13,1.0,0.008448406122624874,1.0,0.0057610636577010155
14,1.0,0.005663050804287195,1.0,0.003767375135794282
15,1.0,0.004105189815163612,1.0,0.002526376862078905
16,1.0,0.0029153008945286274,1.0,0.0017656311392784119
17,1.0,0.0022236465010792017,1.0,0.0012871100334450603
18,1.0,0.0017329329857602715,1.0,0.0009757374646142125
19,1.0,0.0013589897425845265,1.0,0.0007673031650483608
20,1.0,0.0011244624620303512,1.0,0.0006223684176802635
21,1.0,0.000946523854508996,1.0,0.0005177323473617435
22,1.0,0.0008080767001956701,1.0,0.0004420250770635903
23,1.0,0.0007031375425867736,1.0,0.00038557284278795123
24,1.0,0.0006289718439802527,1.0,0.000342555227689445
25,1.0,0.0005686620133928955,1.0,0.0003092406259384006
26,1.0,0.0005175192491151392,1.0,0.00028295337688177824
27,1.0,0.00047168880701065063,1.0,0.0002619373262859881
28,1.0,0.00044015925959683955,1.0,0.0002445742138661444
29,1.0,0.0004129549488425255,1.0,0.00023033158504404128
0,0.837837815284729,0.5729751586914062,0.984375,0.3845885396003723
1,0.9797297120094299,0.3296934962272644,0.96875,0.19426505267620087
2,0.9932432174682617,0.16063208878040314,1.0,0.0818367525935173
3,1.0,0.06683419644832611,1.0,0.03066212311387062
4,1.0,0.025150742381811142,1.0,0.011361092329025269
5,1.0,0.00958653911948204,1.0,0.004994504153728485
6,1.0,0.004704362712800503,1.0,0.00226346543058753
7,1.0,0.002506686607375741,1.0,0.0012875592801719904
8,1.0,0.0016422829357907176,1.0,0.0008404299151152372
9,1.0,0.0011268295347690582,1.0,0.0006166294333525002
10,1.0,0.0008598385029472411,1.0,0.0004821658367291093
11,1.0,0.0007168601150624454,1.0,0.00039916843525134027
12,1.0,0.000608603295404464,1.0,0.0003435347753111273
13,1.0,0.0005268331151455641,1.0,0.0003094211861025542
14,1.0,0.00046730219037272036,1.0,0.00028309071785770357
15,1.0,0.00042678703903220594,1.0,0.00026077358052134514
16,1.0,0.0003889805229846388,1.0,0.0002449859166517854
17,1.0,0.0003587768296711147,1.0,0.00022844551131129265
18,1.0,0.00033165959757752717,1.0,0.00021495032706297934
19,1.0,0.00030568469082936645,1.0,0.00019820037414319813
20,1.0,0.0002858896041288972,1.0,0.00018548814114183187
21,1.0,0.0002679051540326327,1.0,0.00017553180805407465
22,1.0,0.0002503518189769238,1.0,0.0001668419427005574
23,1.0,0.00023672726820223033,1.0,0.0001574407215230167
24,1.0,0.00021976670541334897,1.0,0.00014892609033267945
25,1.0,0.00020835398754570633,1.0,0.00014310766709968448
26,1.0,0.0001940806832863018,1.0,0.00013553304597735405
27,1.0,0.00018680107314139605,1.0,0.00012844579759985209
28,1.0,0.00017523547285236418,1.0,0.0001225161977345124
29,1.0,0.00016436915029771626,1.0,0.0001168450980912894
0,0.5675675868988037,0.6772394776344299,1.0,0.538120687007904
1,0.9729729890823364,0.5344163179397583,0.984375,0.40490496158599854
2,0.9459459185600281,0.4191899299621582,0.984375,0.2916144132614136
3,0.9459459185600281,0.31907716393470764,0.984375,0.1996104121208191
4,0.9459459185600281,0.23839636147022247,0.984375,0.13121181726455688
5,0.9527027010917664,0.16969479620456696,1.0,0.08387255668640137
6,0.9864864945411682,0.11504014581441879,1.0,0.05176188796758652
7,1.0,0.07416543364524841,1.0,0.03130970895290375
8,1.0,0.04808359593153,1.0,0.018855616450309753
9,1.0,0.030700525268912315,1.0,0.011426516808569431
10,1.0,0.019292373210191727,1.0,0.006994577124714851
11,1.0,0.012864631600677967,1.0,0.004333792719990015
12,1.0,0.00857580453157425,1.0,0.002735647838562727
13,1.0,0.005902934819459915,1.0,0.0017849323339760303
14,1.0,0.00415260111913085,1.0,0.001208287081681192
15,1.0,0.00301574170589447,1.0,0.0008482111152261496
16,1.0,0.002336883917450905,1.0,0.0006165871163830161
17,1.0,0.001797008910216391,1.0,0.00046479140291921794
18,1.0,0.0014208455104380846,1.0,0.0003621326759457588
19,1.0,0.001149114454165101,1.0,0.0002903772401623428
20,1.0,0.0009738242952153087,1.0,0.0002392019086983055
21,1.0,0.0008229338563978672,1.0,0.00020202540326863527
22,1.0,0.0007239615661092103,1.0,0.00017408988787792623
23,1.0,0.0006402973085641861,1.0,0.00015273662575054914
24,1.0,0.0005779163911938667,1.0,0.00013613488408736885
25,1.0,0.0005168220959603786,1.0,0.00012308575969655067
26,1.0,0.0004789224185515195,1.0,0.00011246783833485097
27,1.0,0.0004430190601851791,1.0,0.00010383508924860507
28,1.0,0.0004121167294215411,1.0,9.662552474765107e-05
29,1.0,0.0003915214037988335,1.0,9.049508662428707e-05
0,0.9459459185600281,0.5131532549858093,1.0,0.3022470772266388
1,0.9662162065505981,0.2618219554424286,1.0,0.11471165716648102
2,1.0,0.1121145710349083,1.0,0.03681033477187157
3,1.0,0.03947775065898895,1.0,0.011134427972137928
4,1.0,0.013850397430360317,1.0,0.003702111542224884
5,1.0,0.005797910504043102,1.0,0.001422117929905653
6,1.0,0.0026494190096855164,1.0,0.000672766997013241
7,1.0,0.001571321627125144,1.0,0.0003809869522228837
8,1.0,0.0010742531158030033,1.0,0.00024968720390461385
9,1.0,0.0008000056841410697,1.0,0.0001831964182201773
10,1.0,0.0006200495408847928,1.0,0.00014637227286584675
11,1.0,0.0005265087820589542,1.0,0.0001235168892890215
12,1.0,0.000459235452581197,1.0,0.00010838966409210116
13,1.0,0.0004138096119277179,1.0,9.742927795741707e-05
14,1.0,0.0003765934088733047,1.0,8.927939779823646e-05
15,1.0,0.0003498951846268028,1.0,8.270230318885297e-05
16,1.0,0.00032866725814528763,1.0,7.700925198150799e-05
17,1.0,0.00030925014289096,1.0,7.215575169539079e-05
18,1.0,0.00029101897962391376,1.0,6.792022031731904e-05
19,1.0,0.00027445447631180286,1.0,6.413699884433299e-05
20,1.0,0.000262372283032164,1.0,6.045423651812598e-05
21,1.0,0.0002477239759173244,1.0,5.716049417969771e-05
22,1.0,0.00023605485330335796,1.0,5.403800241765566e-05
23,1.0,0.0002226600918220356,1.0,5.139400309417397e-05
24,1.0,0.00021318698418326676,1.0,4.878531763097271e-05
25,1.0,0.0002035739307757467,1.0,4.635722143575549e-05
26,1.0,0.00019378260185476393,1.0,4.414509385242127e-05
27,1.0,0.0001846773666329682,1.0,4.209306644042954e-05
28,1.0,0.00017647072672843933,1.0,4.013785292045213e-05
29,1.0,0.00016897260502446443,1.0,3.8286903873085976e-05
0,0.5337837934494019,0.6866535544395447,0.953125,0.5869120359420776
1,0.9797297120094299,0.5741701722145081,0.9375,0.49686455726623535
2,0.9662162065505981,0.4789137840270996,0.9375,0.41035813093185425
3,0.9662162065505981,0.3898322284221649,0.9375,0.33217132091522217
4,0.9662162065505981,0.3071258068084717,0.9375,0.2630849778652191
5,0.9662162065505981,0.23560503125190735,0.9375,0.20387409627437592
6,0.9662162065505981,0.17491509020328522,0.953125,0.15204863250255585
7,0.9864864945411682,0.12419946491718292,0.96875,0.10697069764137268
8,0.9864864945411682,0.08464609086513519,1.0,0.07192835211753845
9,1.0,0.0550614632666111,1.0,0.047347359359264374
10,1.0,0.036259278655052185,1.0,0.03033740445971489
11,1.0,0.023932820186018944,1.0,0.020000256597995758
12,1.0,0.015794148668646812,1.0,0.013733772560954094
13,1.0,0.010812247171998024,1.0,0.009741542860865593
14,1.0,0.0074918558821082115,1.0,0.0071334135718643665
15,1.0,0.005458177533000708,1.0,0.00537401158362627
16,1.0,0.0040670400485396385,1.0,0.004162264056503773
17,1.0,0.003049313323572278,1.0,0.0033111642114818096
18,1.0,0.002432148437947035,1.0,0.0026975302025675774
19,1.0,0.0019393828697502613,1.0,0.0022505884990096092
20,1.0,0.0015842271968722343,1.0,0.0019161677919328213
21,1.0,0.001332382089458406,1.0,0.0016619187081232667
22,1.0,0.0011381612857803702,1.0,0.0014653860125690699
23,1.0,0.000991932232864201,1.0,0.0013102238299325109
24,1.0,0.0008766965474933386,1.0,0.0011863171821460128
25,1.0,0.0007940100040286779,1.0,0.001085978583432734
26,1.0,0.0007169346790760756,1.0,0.0010044797090813518
27,1.0,0.0006522707408294082,1.0,0.0009369679028168321
28,1.0,0.0006061519379727542,1.0,0.0008794405730441213
29,1.0,0.0005665199714712799,1.0,0.0008303868817165494
0,0.8040540814399719,0.5817208290100098,0.9375,0.4064180254936218
1,0.9662162065505981,0.3221435844898224,0.9375,0.23169934749603271
2,0.9662162065505981,0.15927840769290924,0.953125,0.11708052456378937
3,0.9864864945411682,0.06563322246074677,1.0,0.04626215994358063
4,1.0,0.022575760260224342,1.0,0.01808859221637249
5,1.0,0.008892803452908993,1.0,0.0076289791613817215
6,1.0,0.0038849078118801117,1.0,0.004020533058792353
7,1.0,0.002245566574856639,1.0,0.0024714551400393248
8,1.0,0.0013336691772565246,1.0,0.0017316157463937998
9,1.0,0.0009798554237931967,1.0,0.001319477567449212
10,1.0,0.0007149287266656756,1.0,0.0010810589883476496
11,1.0,0.0005976823740638793,1.0,0.0009214053861796856
12,1.0,0.0005013539339415729,1.0,0.0008136539254337549
13,1.0,0.00044499943032860756,1.0,0.0007320161093957722
14,1.0,0.0004013878642581403,1.0,0.0006671115988865495
15,1.0,0.0003636909241322428,1.0,0.0006151818088255823
16,1.0,0.0003355017979629338,1.0,0.0005700887995772064
17,1.0,0.0003081072645727545,1.0,0.0005316860042512417
18,1.0,0.0002872284094337374,1.0,0.0004960132064297795
19,1.0,0.00026600633282214403,1.0,0.00046567933168262243
20,1.0,0.0002476357331033796,1.0,0.0004364967462606728
21,1.0,0.00023287242220249027,1.0,0.0004079860809724778
22,1.0,0.0002166856429539621,1.0,0.00038194391527213156
23,1.0,0.00020441075321286917,1.0,0.0003559200558811426
24,1.0,0.0001890579442260787,1.0,0.0003335863002575934
25,1.0,0.00017840875079855323,1.0,0.0003120636101812124
26,1.0,0.0001665868767304346,1.0,0.0002925871522165835
27,1.0,0.0001564940030220896,1.0,0.0002742336073424667
28,1.0,0.00014544832811225206,1.0,0.00025763356825336814
29,1.0,0.0001371916732750833,1.0,0.00024155825667548925
0,0.5067567825317383,0.6884745955467224,0.984375,0.5546375513076782
1,1.0,0.5349774360656738,0.96875,0.4394414722919464
2,0.9527027010917664,0.42930078506469727,0.96875,0.3457188308238983
3,0.9527027010917664,0.339881956577301,0.96875,0.2619510293006897
4,0.9797297120094299,0.25825536251068115,0.984375,0.18869641423225403
5,0.9932432174682617,0.18582428991794586,1.0,0.12937402725219727
6,1.0,0.1275181919336319,1.0,0.08427216112613678
7,1.0,0.082818403840065,1.0,0.05314783379435539
8,1.0,0.053263768553733826,1.0,0.033045001327991486
9,1.0,0.03327416256070137,1.0,0.02063528448343277
10,1.0,0.020734036341309547,1.0,0.013134494423866272
11,1.0,0.013407157734036446,1.0,0.008578035980463028
