18,0.7165144,6,1.0,5,1.0
93,0.26340932,6,1.0,5,1.0
37,0.0353908,6,1.0,5,1.0
73,0.94453615,6,1.0,5,1.0
9,0.9830234,6,1.0,5,1.0
36,0.030256392,6,1.0,5,1.0
50,0.28917253,6,1.0,5,1.0
79,0.4308419,6,1.0,5,1.0
87,0.23467214,6,1.0,5,1.0
61,0.5091648,16,1.0,5,1.0
65,0.41525474,16,1.0,5,1.0
92,0.060124874,16,1.0,5,1.0
12,0.32013124,16,1.0,5,1.0
16,0.4731105,16,1.0,5,1.0
70,0.19130471,16,1.0,5,1.0
5,0.35239777,16,1.0,5,1.0
20,0.6262179,16,1.0,5,1.0
3,0.23001185,16,1.0,5,1.0
31,0.40318814,16,1.0,5,1.0
67,0.34563217,16,1.0,5,1.0
59,0.15983368,0,2.0,0,0.0
64,0.80899066,0,2.0,0,0.0
55,0.97741735,0,2.0,0,0.0
68,0.060048234,0,2.0,0,0.0
90,0.92548656,0,2.0,0,0.0
49,0.015056188,0,2.0,0,0.0
58,0.8875503,0,2.0,0,0.0
78,0.054175433,0,2.0,0,0.0
91,0.029047947,0,2.0,0,0.0
73,0.9783986,16,4.0,5,1.0
15,0.87011206,16,4.0,5,1.0
75,0.1085053,16,4.0,5,1.0
10,0.1811665,6,4.0,5,1.0
90,0.80346435,6,4.0,5,1.0
19,0.4303906,6,4.0,5,1.0
37,0.18294959,6,4.0,5,1.0
88,0.37144643,6,4.0,5,1.0
28,0.07498839,16,4.0,5,1.0
84,0.9077555,16,4.0,5,1.0
24,0.25936964,16,4.0,5,1.0
27,0.26396278,16,4.0,5,1.0
76,0.45093006,16,4.0,5,1.0
42,0.1374671,6,4.0,5,1.0
65,0.35475498,6,4.0,5,1.0
86,0.49155012,6,4.0,5,1.0
79,0.9500198,6,4.0,5,1.0
93,0.033588193,6,4.0,5,1.0
13,0.7288832,16,4.0,5,1.0
53,0.2452325,16,4.0,5,1.0
59,0.5549548,16,4.0,5,1.0
71,0.41915265,16,4.0,5,1.0
44,0.4590074,16,4.0,5,1.0
91,0.5204986,16,4.0,5,1.0
2,0.12111689,16,4.0,5,1.0
41,0.8583894,16,4.0,5,1.0
6,0.23277472,16,4.0,5,1.0
49,0.74965894,16,4.0,5,1.0
53,0.43928543,16,4.0,5,1.0
84,0.54314905,16,4.0,5,1.0
5,0.52597094,7,4.0,5,1.0
81,0.4535364,7,4.0,5,1.0
32,0.49448377,7,4.0,5,1.0
84,0.48502526,7,4.0,5,1.0
33,0.23286818,6,4.0,5,1.0
43,0.7532775,6,4.0,5,1.0
30,0.7052441,6,4.0,5,1.0
47,0.03044901,6,4.0,5,1.0
58,0.02830583,6,4.0,5,1.0
98,0.22242874,6,4.0,5,1.0
0,0.042754427,17,4.0,5,1.0
16,0.1724504,17,4.0,5,1.0
25,0.02591248,17,4.0,5,1.0
64,0.73837864,17,4.0,5,1.0
24,0.59064275,17,4.0,5,1.0
34,0.3884286,17,4.0,5,1.0
40,0.44424722,16,4.0,5,1.0
57,0.45359525,16,4.0,5,1.0
84,0.08144235,16,4.0,5,1.0
38,0.6877272,16,4.0,5,1.0
98,0.29134598,16,4.0,5,1.0
35,0.23004863,16,4.0,5,1.0
39,0.07400947,16,4.0,5,1.0
79,0.6709749,16,4.0,5,1.0
79,0.974522,16,4.0,5,1.0
4,0.41215196,6,4.0,5,1.0
76,0.19022763,6,4.0,5,1.0
88,0.378148,6,4.0,5,1.0
60,0.98012376,6,4.0,5,1.0
36,0.7686497,16,4.0,5,1.0
65,0.21278913,16,4.0,5,1.0
59,0.6629809,16,4.0,5,1.0
92,0.31846032,16,4.0,5,1.0
3,0.601484,16,4.0,5,1.0
81,0.36572534,16,4.0,5,1.0
35,0.09222797,16,4.0,5,1.0
