61,0.87498164,16,4.0,5,1.0
12,0.26689494,10,2.0,6,1.0
29,0.07774849,10,2.0,6,1.0
35,0.10920926,10,2.0,6,1.0
90,0.42818558,10,2.0,6,1.0
98,0.10414142,10,2.0,6,1.0
32,0.46989733,10,2.0,6,1.0
47,0.2763502,10,2.0,6,1.0
79,0.23963551,10,2.0,6,1.0
10,0.27883255,10,2.0,6,1.0
78,0.7014958,10,2.0,6,1.0
1,0.9801287,10,2.0,6,1.0
12,0.5753383,14,2.0,6,1.0
20,0.23905009,14,2.0,6,1.0
25,0.14952973,14,2.0,6,1.0
67,0.019750426,14,2.0,6,1.0
2,0.56156236,14,2.0,6,1.0
20,0.41892785,14,2.0,6,1.0
56,0.025378758,0,3.0,5,1.0
60,0.2924108,0,3.0,5,1.0
76,0.6638399,0,3.0,5,1.0
22,0.11796761,0,3.0,5,1.0
26,0.7850357,0,3.0,5,1.0
63,0.07862546,0,3.0,5,1.0
17,0.45215896,16,3.0,5,1.0
67,0.5249655,16,3.0,5,1.0
67,0.97689337,16,3.0,5,1.0
16,0.4939715,6,3.0,5,1.0
41,0.18532714,6,3.0,5,1.0
64,0.29573777,6,3.0,5,1.0
32,0.67262614,6,3.0,5,1.0
79,0.30215278,6,3.0,5,1.0
26,0.9834409,6,3.0,5,1.0
40,0.7434889,6,3.0,5,1.0
93,0.24011663,6,3.0,5,1.0
1,0.015695756,3,3.0,5,1.0
78,0.9042601,3,3.0,5,1.0
84,0.061320454,3,3.0,5,1.0
40,0.9260734,3,3.0,5,1.0
74,0.055012316,3,3.0,5,1.0
30,0.32498178,16,3.0,5,1.0
57,0.6561014,16,3.0,5,1.0
65,0.09276935,16,3.0,5,1.0
82,0.8883168,16,3.0,5,1.0
69,0.45699927,16,3.0,5,1.0
70,0.52207214,16,3.0,5,1.0
7,0.41416976,16,3.0,5,1.0
15,0.5649024,16,3.0,5,1.0
30,0.9834413,6,3.0,5,1.0
46,0.9834369,6,3.0,5,1.0
3,0.6383656,16,3.0,5,1.0
4,0.05124096,16,3.0,5,1.0
40,0.20934013,16,3.0,5,1.0
76,0.07864323,16,3.0,5,1.0
1,0.2744939,16,3.0,5,1.0
25,0.64862365,16,3.0,5,1.0
54,0.054238923,16,3.0,5,1.0
51,0.097566195,6,3.0,5,1.0
76,0.21079597,6,3.0,5,1.0
95,0.67899394,6,3.0,5,1.0
40,0.2216634,6,3.0,5,1.0
53,0.39665198,6,3.0,5,1.0
56,0.11460472,6,3.0,5,1.0
57,0.045983363,6,3.0,5,1.0
79,0.20871203,6,3.0,5,1.0
58,0.96573406,6,3.0,5,1.0
18,0.9657344,6,3.0,5,1.0
7,0.26584256,6,3.0,5,1.0
12,0.7107374,6,3.0,5,1.0
2,0.123186015,6,3.0,5,1.0
63,0.8533931,6,3.0,5,1.0
31,0.8536617,6,3.0,5,1.0
44,0.01267657,6,3.0,5,1.0
62,0.1129467,6,3.0,5,1.0
16,0.3189843,6,3.0,5,1.0
40,0.66008735,6,3.0,5,1.0
54,0.5264654,6,3.0,5,1.0
56,0.45346025,6,3.0,5,1.0
59,0.97972196,6,3.0,5,1.0
49,0.97634244,0,3.0,5,1.0
15,0.12479674,0,3.0,5,1.0
23,0.5452207,0,3.0,5,1.0
66,0.30680153,0,3.0,5,1.0
19,0.97568613,16,3.0,5,1.0
47,0.13929722,16,3.0,5,1.0
95,0.6906993,16,3.0,5,1.0
99,0.15230177,16,3.0,5,1.0
22,0.30204532,16,3.0,5,1.0
40,0.20725216,16,3.0,5,1.0
44,0.42819098,16,3.0,5,1.0
78,0.045896847,16,3.0,5,1.0
3,0.2605061,16,3.0,5,1.0
28,0.39259455,16,3.0,5,1.0
36,0.18753338,16,3.0,5,1.0
76,0.14275156,16,3.0,5,1.0
35,0.04979643,6,3.0,5,1.0
84,0.9212747,6,3.0,5,1.0
48,0.49833056,6,3.0,5,1.0
89,0.47273904,6,3.0,5,1.0
80,0.9819348,3,3.0,6,1.0
23,0.47189593,3,3.0,6,1.0
67,0.510219,3,3.0,6,1.0
40,0.9808932,3,3.0,6,1.0
93,0.9790159,3,3.0,6,1.0
78,0.9808914,3,3.0,6,1.0
19,0.17283928,3,3.0,6,1.0
32,0.8082435,3,3.0,6,1.0
2,0.47678605,3,3.0,6,1.0
95,0.5042971,3,3.0,6,1.0
50,0.47589788,3,3.0,6,1.0
87,0.50518596,3,3.0,6,1.0
27,0.98089266,3,3.0,6,1.0
76,0.9778944,3,3.0,6,1.0
38,0.8660787,0,3.0,6,1.0
42,0.015489626,0,3.0,6,1.0
83,0.1045226,0,3.0,6,1.0
28,0.45421895,0,3.0,6,1.0
58,0.5317293,0,3.0,6,1.0
